id,category,question
13,Tech,"이진 탐색 트리에서 두 노드의 최소 공통 조상을 찾는 프로그램을 작성하세요."
14,Tech,"이진 탐색 트리에서 노드의 후속자와 선행자를 찾는 프로그램을 작성하세요."
15,Tech,"하노이의 탑 문제를 해결하는 프로그램을 작성하세요."
16,Tech,"문자열 반전을 재귀를 사용하여 해결하는 프로그램을 작성하세요."
17,Tech,"이중 연결 리스트를 반전시키는 프로그램을 작성하세요."
18,Tech,"주어진 문자열에서 가장 긴 회문 부분 문자열을 찾는 프로그램을 작성하세요."
19,Tech,"크루스칼 알고리즘을 사용하여 최소 신장 트리를 구하는 프로그램을 작성하세요."
20,Tech,"다익스트라 알고리즘을 사용하여 최단 경로를 구하는 프로그램을 작성하세요."
21,Tech,"힙 정렬, 기수 정렬, 병합 정렬의 코드를 작성하세요."
22,Tech,"연결 리스트가 루프를 가지고 있는지 확인하는 프로그램을 작성하세요."
23,Tech,"연결 리스트에서 루프의 만나는 지점을 찾는 프로그램을 작성하세요."
24,Tech,"연결 리스트를 재귀를 사용하여 반전시키는 프로그램을 작성하세요."
25,Tech,"추가 메모리 없이 스택을 반전시키는 프로그램을 작성하세요."
26,Tech,"주어진 정렬된 연결 리스트에서 균형 잡힌 이진 탐색 트리를 만드는 프로그램을 작성하세요."
27,Tech,"주어진 문자열에서 1과 0의 개수가 같은 최대 부분 문자열을 찾는 프로그램을 작성하세요."
28,Tech,"2 x N 크기의 스트립을 2 x 1 벽돌로 채우는 방법의 수를 구하는 프로그램을 작성하세요. (O(log n))"
29,Tech,"이진 탐색 트리에서 k와 합이 같은 요소들을 O(n) 시간 복잡도로 찾는 프로그램을 작성하세요."
30,Tech,"'1'로만 채워진 주어진 매트릭스에서 최대 정사각형 부분 행렬을 찾는 프로그램을 작성하세요."
31,Tech,"재귀를 사용하지 않고 35/3을 구하는 프로그램을 작성하세요."
32,DBMS,"대학의 학생 데이터베이스를 정규화된 형태로 만들기. ER부터 정규화된 관계형 데이터베이스까지 작성하세요."
33,DBMS,"외래 키, 기본 키, 엔터티 유형에 대해 설명하세요."
34,DBMS,"인덱싱, 클러스터링 및 조인에 대해 설명하세요."
35,DBMS,"최대 값을 구하는 SQL 쿼리를 작성하세요."
36,DBMS,"'having by'와 'group by'의 차이점에 대해 설명하세요."
37,Misc,"OOPS의 원칙에 대해 설명하세요."
38,Misc,"자바에서 멀티스레딩에 대해 설명하세요."
39,Misc,"직렬화(Serialization)란 무엇인가요?"
40,Misc,"DNS, TCP, UDP, OSI 계층에 대해 간략히 설명하세요."
41,Misc,"자바에서 null 인터페이스가 존재하는 이유는 무엇인가요? null 인터페이스의 예를 들어보세요."
42,Misc,"JNI란 무엇인가요?"
43,Misc,"컴파일 단위(Compilation unit)란 무엇인가요?"
44,Misc,"문자열은 래퍼 클래스인가요?"
45,Misc,"왜 자바는 100% 객체 지향 언어가 아닌가요?"
46,Misc,"리소스 번들(Resource bundle)이란 무엇인가요?"
47,Misc,"Iterator는 클래스인가요 인터페이스인가요? 그것의 용도는 무엇인가요?"
48,Misc,"왜 스레드는 I/O에서 차단되나요?"
49,Misc,"동기화(Synchronization)란 무엇이며, 왜 중요한가요?"
50,Misc,"클래스 수준에서 락을 어떻게 획득하나요?"
51,Misc,"null은 자바에서 키워드인가요?"
52,Misc,"체크된 예외와 체크되지 않은 예외의 차이점에 대해 설명하세요."
53,Misc,"가비지 컬렉션은 프로그램이 메모리 부족을 일으키지 않도록 보장하나요?"
54,Misc,"패키지 문(statement)은 소스 코드 파일 내에서 어디에 위치할 수 있나요?"
55,Misc,"Applet 클래스의 즉각적인 슈퍼클래스는 무엇인가요?"
56,Misc,"C++와 Java에서 빈 클래스의 크기는 얼마인가요? 왜 0이 아닌가요? C++에서는 sizeof()가 1을 반환합니다."
57,Misc,"컴파일 시간 다형성(Compile time polymorphism)과 실행 시간 다형성(Runtime polymorphism)의 차이점에 대해 설명하세요."
58,Misc,"자바에서 단일 상속이 이루어지는 이유는 무엇인가요?"
59,Misc,"'/' , '%' , '*' 연산자 없이 33/5를 구하는 방법은 무엇인가요?"
