id,category,question
22,Tech,"두 개의 트리 형태로 주어진 표현식이 동일한지 확인하세요. 각 노드는 토큰이거나 연산자입니다. 토큰은 비교할 수 없으며, 연산자는 덧셈과 유사하게 작동하며 교환법칙과 결합법칙을 따릅니다."
23,Tech,"사전과 유사한 데이터 구조를 설계하세요."
24,Tech,"N개의 직사각형이 주어졌을 때, 각 직사각형의 왼쪽 하단 코너 좌표(x, y)와 높이 및 너비가 주어집니다. 겹치는 직사각형의 왼쪽 하단 좌표와 그 직사각형의 높이 및 너비를 반환하세요."
25,Tech,"N개의 항공권이 주어졌을 때, 출발지에서 목적지까지의 경로를 만들어 보세요."
26,Tech,"N개의 요소가 주어졌을 때, 가장 작은 요소를 출력하세요."
27,Tech,"직사각형 크기가 AxB일 때, 이 직사각형에서 만들 수 있는 최소 제곱 수를 구하세요."
28,Tech,"큐를 구현하고 Enqueue와 Dequeue 함수를 구현하세요. 클래스를 스레드 안전하게 만들어야 합니다. 이 큐가 N개의 기계에서 사용되며 각 기계가 자신의 큐를 볼 수 있을 때, 어떻게 일관성을 유지할 것인가요?"
29,Tech,"이진 트리의 경계 순회를 통해 홀수 노드만 출력하세요."
30,Tech,"주어진 숫자 n에 대해, 숫자 X를 만드는 최소 제곱 수의 개수를 구하세요."
31,Tech,"n x n 행렬이 주어졌을 때, 각 행과 열이 증가하는 순서로 정렬됩니다. 주어진 키가 이 행렬에 있는지 확인하세요."
32,Tech,"정렬된 배열이 회전된 배열이 주어졌을 때, 특정 원소의 위치를 찾으세요."
33,Tech,"정수 배열이 주어졌을 때, 최대 OR 값이 될 수 있는 원소들의 최소 부분 집합을 찾으세요."
34,Tech,"이진 탐색 트리가 주어졌을 때, 두 노드 간의 거리를 찾으세요."
35,Tech,"이중 연결 리스트에서 노드를 삭제하는 방법을 설명하세요."
36,Tech,"n개의 아이템에 대한 가중치와 값을 주어졌을 때, 용량 W인 배낭에 넣을 수 있는 최대 총 가치를 구하세요."
37,Tech,"3개의 연산을 지원하는 데이터 구조를 구현하세요. 삽입, 삭제, 임의의 요소 가져오기 (집합의 요소 중 하나를 균등하게 반환). 요소들은 유일합니다. O(1) 시간 복잡도로 모든 연산을 지원하도록 구현하세요."
38,Tech,"주어진 행렬에서 최대 합을 가지는 부분 행렬을 찾으세요."
39,Tech,"행렬이 주어졌을 때, 행과 열이 정렬된 순서로 주어진 요소가 있는지 찾으세요."
40,Tech,"부모를 가리키는 링크가 있는 이진 트리에서 최저 공통 조상을 찾으세요."
41,Tech,"배열을 두 개의 분리된 부분 집합으로 나누어 그 합의 절대 차이가 최소가 되도록 하세요."
42,Tech,"이진 트리의 높이를 계산하세요."
43,Tech,"비방향 그래프가 주어졌을 때, 그래프에 사이클이 있는지 확인하세요."
44,Tech,"배열이 다른 배열의 부분 집합인지 확인하세요."
45,Tech,"텍스트 예측과 철자 검사를 위한 데이터 구조를 제안하세요. 이후 Trie의 구현을 작성하고, Trie의 공간 복잡도를 줄이는 방법을 설명하세요."
46,DBMS,"수평 확장과 수직 확장의 차이점은 무엇인가요?"
47,DBMS,"샤딩(Sharding)에 대해 설명하세요."
48,DBMS,"DBMS에서의 인덱싱에 대해 설명하세요."
49,DBMS,"DBMS에서의 조인에 대해 설명하세요."
50,OS,"운영 체제에서의 교착 상태(Deadlock)에 대해 설명하세요."
51,OS,"프로세스와 스레드의 차이점은 무엇인가요?"
52,OS,"운영 체제에서의 스래싱(Thrashing)에 대해 설명하세요."
53,OS,"가상 주소 지정과 TLB(변환 후면 버퍼)의 차이점은 무엇인가요?"
54,OS,"시스템이 페이지 처리를 구현한다는 사실을 알았을 때, 개발자로서 프로그램을 어떻게 작성할 것인가요?"
55,OS,"교착 상태는 어떻게 발생하는가요?"
56,OS,"세마포어와 크리티컬 섹션에 대해 설명하세요."
57,OS,"작업 스케줄링 알고리즘의 종류와 기아(Starvation)에 대해 설명하세요."
58,Design,"URL을 축소하는 방법은 무엇인가요?"
59,Design,"LRU 캐시를 정의하고 이를 구현하기 위한 데이터 구조는 무엇을 사용하나요?"
60,Design,"은행의 잠긴 트랜잭션에 관한 질문. 동일한 계좌에서 정확히 같은 시간에 두 개의 트랜잭션이 수행되면 어떻게 될까요? 은행은 사기를 방지하기 위해 어떤 검사를 진행하나요?"
61,Design,"엘리베이터 시스템을 설계하세요."
62,Design,"서비스가 동의한 시간 창 내에서 요청 수를 모니터링하는 서비스 또는 도구를 설계하세요. 요청 수가 한도를 초과하면 rate limiter가 초과된 요청을 차단합니다."
63,Design,"레스토랑 관리 시스템을 설계하세요."
64,Design,"슬롯 머신을 위한 소프트웨어를 작성할 책임이 있습니다. 버튼을 누르면 슬롯 머신은 2개의 주사위 굴림 결과를 출력해야 합니다. 제약 사항: random 라이브러리를 사용하지 말고 주사위 굴림 확률이 같아야 합니다."
65,Design,"T9 키패드 예측기를 설계하세요. 즉, 숫자만 입력하면, 이를 접두사로 하는 최대 5개의 제안을 보여줘야 합니다."
66,Design,"Ola Ride 앱에서 'Ride Now' 기능을 설계하세요."
67,Design,"직원-관리자 '부재중' 상태 제공자의 로우 레벨 설계를 하세요. 특정 날에 근무하지 않는 직원의 경우, 상위 관리자까지 올라가며 근무 중인 관리자를 찾아 해당 직원을 반환해야 합니다."
68,Design,"스마트폰의 카메라 클래스를 설계하세요. 카메라를 접근할 때마다 여러 인스턴스가 생성되지 않도록 해야 합니다."
69,Design,"결제 방법(신용카드, 직불카드, 인터넷 뱅킹, UPI 등) 중 하나가 주어졌을 때, 해당 결제 객체를 반환하는 클래스를 설계하세요."
